instance,method,objective,lower_bound,time,nb_nodes,robust_constraint,static_objective,static_constraint,S,path,admissibility,nCallBacks,callBacksTimeSpan
data/processed/1700_USA-road-d.BAY.gr,dualized,70557.8,66436.8,1201.86,40554,570,59891,498,599,[1456;1407;1640;1459;1579;1097;1269;1159;902;1639;457;850;577;414;989;1213;1158;1424;1265;1402;1366;1572;1627],1.0,0.0,0.0
data/processed/1700_USA-road-d.COL.gr,dualized,42505.7,34354.9,1201.2,615,1144,34075,1036,1146,[88;189;331;1560;1032;1114;104;1156;184;357;383;774;1430;1398;1053],1.0,0.0,0.0
data/processed/1700_USA-road-d.NY.gr,dualized,66475.5,66475.5,84.6895,4034.0,437.0,53912.0,331.0,459.0,[1133;722;1190;721;477;1248;1108;1070;694;1068;866;1463;585;1193;396;1223;1208;1176;1240;1547;1554;1555;1307],,,
data/processed/1800_USA-road-d.BAY.gr,dualized,72086.6,66058.8,1200.85,13231,672,60535,595,675,[1627;1379;1366;1249;1487;1301;1409;859;889;1776;888;438;553;1688;1740;770;502;1338;1215;1259;1177;1456;1788],1.0,0.0,0.0
data/processed/1800_USA-road-d.COL.gr,dualized,42505.7,35852.0,1201.69,348,1145,34075,1095,1195,[88;931;331;188;1708;1352;360;1031;358;1253;1249;774;696;1398;1053],1.0,0.0,0.0
data/processed/1800_USA-road-d.NY.gr,dualized,69098.3,69098.2,227.385,8201,444,56484,360,466,[1133;621;1190;1171;1281;1082;1772;1740;1720;1706;866;1463;1451;1484;1450;581;1788;1176;1240;1226;1554;1555;1756;1785],1.0,0.0,0.0
data/processed/180_USA-road-d.BAY.gr,dualized,13395.7,13395.7,5.63914,2793.0,240.0,10983.0,208.0,248.0,[74;21;178;163;48;44;100;138;159],,,
data/processed/180_USA-road-d.COL.gr,dualized,33704.6,33704.6,1.58759,1173.0,201.0,24705.0,195.0,217.0,[83;117;49;76;93;137;56;52;158;156;59;159;161],,,
data/processed/180_USA-road-d.NY.gr,dualized,30750.7,30750.7,2.57752,1810.0,201.0,24148.0,189.0,203.0,[120;122;127;51;157;161;156;26;3;2;129;133;142;154],,,
data/processed/1900_USA-road-d.BAY.gr,dualized,76729.6,74871.4,1202.25,47786,632,65209,588,632,[1580;1641;1793;1303;1093;1372;1269;1159;562;457;559;888;1016;1401;1340;1457;1898;1363;1809;1526;1379;1727;1679;1834],1.0,0.0,0.0
data/processed/1900_USA-road-d.COL.gr,dualized,42505.7,36057.7,501.764,95.0,1204.0,34075.0,1152.0,1208.0,[88;362;1717;1285;1032;967;1005;1031;358;1822;1434;528;1000;1001;1053],,,
data/processed/1900_USA-road-d.NY.gr,dualized,69098.2,69098.2,395.732,11635.0,455.0,56484.0,383.0,461.0,[1133;1390;1054;1171;618;617;1772;1070;1044;507;866;697;326;838;325;916;1683;1176;1240;1547;1850;1288;1756;1785],,,
data/processed/2000_USA-road-d.BAY.gr,dualized,67604.0,67334.7,501.026,151607.0,643.0,57846.0,546.0,649.0,[1712;1862;1915;1861;1869;1822;1533;1933;732;516;1707;438;1974;1160;902;671;490;1280;1370;1987;1979;1637;1864;1918],,,
data/processed/2000_USA-road-d.COL.gr,dualized,49019.1,41670.4,1201.48,1057,1332,40854,1219,1332,[88;1499;1650;518;952;1619;1511;1686;1685;1557;209;1679;1301;1299;1573;1753;1883;1888;1917;1887],1.0,0.0,0.0
data/processed/2000_USA-road-d.NY.gr,dualized,66853.3,62783.6,1201.57,264113,721,57465,622,727,[1792;1604;1746;576;1982;1204;1481;729;1434;686;769;1490;1694;1783;1661;1858;1394;776;1787;1319;739;1741;1950;1973],1.0,0.0,0.0
data/processed/200_USA-road-d.BAY.gr,dualized,13395.7,13395.7,3.61335,381.0,243.0,10983.0,221.0,273.0,[74;89;103;30;48;44;167;164;159],,,
data/processed/200_USA-road-d.COL.gr,dualized,31845.7,31845.7,1.54487,367.0,243.0,23907.0,237.0,244.0,[161;159;59;26;5;52;56;137;184;148;49;71;83;196],,,
data/processed/200_USA-road-d.NY.gr,dualized,30595.1,30595.1,2.13582,34.0,236.0,24628.0,234.0,237.0,[137;125;154;194;103;135;148;24;117;120;149],,,
data/processed/20_USA-road-d.BAY.gr,dualized,15332.6,15332.6,0.031334,0.0,63.0,9365.0,46.0,66.0,[15;11;1;20;17],,,
data/processed/20_USA-road-d.COL.gr,dualized,7076.52,7076.52,0.026103,0.0,56.0,5357.0,38.0,64.0,[12;2;14;6;15],,,
data/processed/20_USA-road-d.NY.gr,dualized,9454.47,9454.47,0.025269,0.0,71.0,6848.0,44.0,88.0,[2;8;7;9],,,
data/processed/2100_USA-road-d.BAY.gr,dualized,72250.2,68091.9,1203.05,40677,720,62105,616,721,[1788;1456;1177;1259;939;862;760;860;503;1692;861;936;595;424;516;732;520;1962;1965;1913;2018;1948;1835;1627;2038],1.0,0.0,0.0
data/processed/2100_USA-road-d.COL.gr,dualized,43998.7,35697.2,1203.21,994,1328,35568,1268,1334,[88;473;1987;835;172;274;775;1477;1786;1163;658;1984;479;2012;1985;2013],1.0,0.0,0.0
data/processed/2100_USA-road-d.NY.gr,dualized,123257.0,123257.0,204.377,27624,628,101210,578,636,[1785;1756;1288;1850;1226;1240;1437;1905;1931;325;392;1828;1463;866;855;1044;1070;1108;617;618;517;646;621;1612;1599;1582;1569;2091;1553;1327;764;1434;1974],1.0,0.0,0.0
data/processed/2200_USA-road-d.BAY.gr,dualized,80585.3,76415.1,1203.5,32014,751,69753,687,754,[1580;2029;1162;939;1900;760;1411;1577;902;1639;1212;2122;1827;731;1621;1340;1845;1898;2171;1915;1890;1572;2127;2073;1834;2179],1.0,0.0,0.0
data/processed/2200_USA-road-d.COL.gr,dualized,48962.9,42350.8,1203.83,81,1384,39310,1328,1422,[88;1297;1353;188;1964;1635;2018;628;1487;591;338;532;370;2006;1997;2033;2153],1.0,0.0,0.0
data/processed/2200_USA-road-d.NY.gr,dualized,72476.8,57833.7,1200.75,4177,758,62119,654,758,[1785;1617;1823;1259;1538;692;1230;1738;1441;1834;966;1078;1366;731;1946;1799;1585;317;1323;1432;1326;1677;1954;1974],1.0,0.0,0.0
data/processed/2300_USA-road-d.BAY.gr,dualized,77192.1,74781.4,1200.56,45897,744,66627,698,745,[1788;1456;1177;1259;1578;771;825;938;995;2089;2027;2147;595;424;1937;889;2242;993;2137;2087;2233;2178;2040;2070;2276;2300],1.0,0.0,0.0
data/processed/2300_USA-road-d.COL.gr,dualized,50172.5,41491.6,1203.85,405,1475,40803,1400,1478,[88;1395;331;1045;687;248;973;1797;1558;957;1863;2231;2294;1423;1410;2033;2299;2272],1.0,0.0,0.0
